	AveExpr	Coef	t	P.value	Results	Genes.genes.hgnc_symbol	Genes.genes.ensembl_gene_id	Genes.genes.length
1	-0.234137040403761	0.0945398358543717	0	0.999380423677123	0	TSPAN6	ENSG00000000003	12883
3	4.59105976025692	-0.0889213074630497	0	1	0	DPM1	ENSG00000000419	24273
4	3.62467844799095	0.462763226231963	0	1	0	SCYL3	ENSG00000000457	44636
5	1.80446819467948	0.610227870187616	0	0.999998062208574	0	C1orf112	ENSG00000000460	192073
6	0.306062644726601	-0.138466870616518	0	0.99993028972415	0	FGR	ENSG00000000938	23121
7	-0.102110890653354	0.159780294759798	0	0.999722456339384	0	CFH	ENSG00000000971	95461
8	5.25607737237514	-0.0853127318200357	0	1	0	FUCA2	ENSG00000001036	16908
9	4.13369456157995	-0.00408848888030278	0	1	0	GCLC	ENSG00000001084	119629
10	4.90724924350165	0.142656381190539	0	1	0	NFYA	ENSG00000001167	29429
11	0.963358363173899	-0.34221024437544	0	0.999999999993457	0	STPG1	ENSG00000001460	59935
12	4.51671667122433	-0.0898453986411312	0	1	0	NIPAL3	ENSG00000001461	57174
13	4.95690848785794	0.019597326423983	0	1	0	LAS1L	ENSG00000001497	96261
14	4.0052405485433	0.56668932301059	0	0.999915009801457	0	ENPP4	ENSG00000001561	16699
15	-3.54233794689073	-0.211798142755987	0	0.999986715768832	0	SEMA3F	ENSG00000001617	34030
17	5.76751049872298	0.0655607391361634	0	1	0	ANKIB1	ENSG00000001629	155409
18	5.81788892229431	0.198372707993787	0	1	0	CYP51A1	ENSG00000001630	49816
19	4.84992059544226	-0.179498835645548	0	1	0	KRIT1	ENSG00000001631	48668
20	2.32588633400326	-0.0189641601327635	0	1	0	RAD52	ENSG00000002016	78317
21	-6.39278799636915	0.599788224388818	0	0.996607479075546	0	MYH16	ENSG00000002079	72301
22	4.0978548584904	-0.189743846518613	0	1	0	BAD	ENSG00000002330	14874
23	6.46973406588655	0.130334933403423	0	1	0	LAP3	ENSG00000002549	30774
24	1.85847017897642	-0.057413256658708	0	0.999916353597923	0	CD99	ENSG00000002586	50122
25	-2.67899462430718	0.370970968849544	0	0.999629671340545	0	HS3ST1	ENSG00000002587	36414
26	-3.155960880408	0.821637694728904	0	0.725391252775995	0	AOC1	ENSG00000002726	36877
27	0.248582044667832	-0.401217419080916	0	0.999969586685147	0	WNT16	ENSG00000002745	15737
28	-4.96019979535274	0.121297320925493	0	0.999845460764937	0	HECW1	ENSG00000002746	453372
29	3.06398767773227	-0.0416321626807559	0	1	0	MAD1L1	ENSG00000002822	417450
30	6.12096080740022	0.142000040259251	0	1	0	LASP1	ENSG00000002834	51911
31	3.6419664335746	-0.0312646902314175	0	1	0	SNX11	ENSG00000002919	20244
32	-1.64224051160158	0.153795070716813	0	0.999536111336783	0	TMEM176A	ENSG00000002933	4715
33	6.18565760974867	0.0331709933410593	0	1	0	M6PR	ENSG00000003056	9400
34	-4.08843066490077	1.45799910342653	1.84889196084207	0.0324598663949899	0	KLHL13	ENSG00000003096	219527
35	-3.76187417717753	-0.00855551427772072	0	0.999999999148262	0	CYP26B1	ENSG00000003137	18624
36	2.36852836609743	0.544729120339774	0	0.992939410727815	0	ICA1	ENSG00000003147	149503
37	-0.892769376947587	0.00937420278928014	0	0.999999998614367	0	DBNDD1	ENSG00000003249	15019
38	3.757524082846	0.116145112204426	0	1	0	ALS2	ENSG00000003393	81845
39	7.00996180066451	-0.000833975578232504	0	1	0	CASP10	ENSG00000003400	46508
40	8.59757942130083	0.220216604638756	0	1	0	CFLAR	ENSG00000003402	60533
41	0.163000736678526	0.205770963577102	0	0.99999996869915	0	TFPI	ENSG00000003436	101530
42	3.28501691697551	-0.0823684799878972	0	1	0	NDUFAF7	ENSG00000003509	21772
43	6.79830538190297	-0.211927889315993	0	1	0	RBM5	ENSG00000003756	30102
44	0.24262376971408	-0.26803567190185	0	1	0	MTMR7	ENSG00000003987	116734
45	-3.65997006351857	0.224751855985972	0	0.996516060875695	0	SLC7A2	ENSG00000003989	73485
46	5.25593062944658	0.148786936447094	0	1	0	ARF5	ENSG00000004059	3314
47	3.01943995143923	-0.489148126593054	0	0.999999905527106	0	SARM1	ENSG00000004139	39693
48	5.49754039871325	0.174241709389094	0	1	0	POLDIP2	ENSG00000004142	10894
49	0.758367535085238	-0.340227917090815	0	0.999192959442752	0	PLXND1	ENSG00000004399	51462
50	5.45123447482172	0.0296664019548292	0	1	0	AK2	ENSG00000004455	73056
51	8.02042659159156	-0.0434958218686967	0	1	0	CD38	ENSG00000004468	74957
52	5.15035649404747	0.358744591094882	0	1	0	FKBP4	ENSG00000004478	10453
53	4.88558294973245	0.114090687982597	0	1	0	KDM1A	ENSG00000004487	64246
54	7.0104910058597	-0.235194653064943	0	1	0	RBM6	ENSG00000004534	160038
55	2.8434856228813	-0.0129807885562663	0	1	0	CAMKK1	ENSG00000004660	34576
56	4.52684829872936	0.231084795387812	0	1	0	RECQL	ENSG00000004700	32759
57	3.7328245432886	-0.00735760299187138	0	1	0	VPS50	ENSG00000004766	128783
58	-5.56912281493975	0.21000250929665	0	0.999998092852987	0	HSPB6	ENSG00000004776	3513
59	3.33475305372553	-0.0703052691923043	0	1	0	ARHGAP33	ENSG00000004777	14290
60	4.84182531374304	0.0948564500554285	0	1	0	NDUFAB1	ENSG00000004779	15302
61	2.12751303598784	-0.68088113593909	0	0.904784099830723	0	PDK4	ENSG00000004799	13017
62	-5.38874729942193	-0.567240269334078	0	0.979179568466833	0	SLC22A16	ENSG00000004809	51954
63	-0.234719084047601	-0.347024534561482	0	0.999999997005497	0	ZMYND10	ENSG00000004838	4622
65	-2.99323912487699	-0.170456643598315	0	0.996924651000177	0	ARX	ENSG00000004848	12726
66	3.2032014670622	0.190743664210644	0	1	0	SLC25A13	ENSG00000004864	201927
67	4.94731387491003	-0.0804461561656762	0	1	0	ST7	ENSG00000004866	276938
68	5.47475466896478	0.00735840501009388	0	1	0	CDC27	ENSG00000004897	71719
69	-0.551987077228995	-0.610925896746254	0	0.923252198565605	0	SLC4A1	ENSG00000004939	19751
70	-6.12411981973317	-0.462367719945401	0	0.998844585050292	0	CALCR	ENSG00000004948	150244
71	3.4808599096491	0.212581613315964	0	1	0	HCCS	ENSG00000004961	11785
72	4.1786654920558	0.153833178873836	0	1	0	DVL2	ENSG00000004975	9175
74	6.32451903347464	-0.0910190206693846	0	1	0	UPF1	ENSG00000005007	36271
75	3.93281261658762	0.0658013150100198	0	1	0	SKAP2	ENSG00000005020	328171
76	7.06256259013201	0.011456075735004	0	1	0	SLC25A5	ENSG00000005022	2974
77	3.91819412535408	0.153049617138555	0	1	0	MCUB	ENSG00000005059	128510
79	5.04436763470426	0.0508664196636737	0	1	0	POLR2J	ENSG00000005075	5794
80	4.16471238754338	0.0884308286827675	0	1	0	DHX33	ENSG00000005100	28065
82	-1.6477681238522	-0.859394491656179	0	0.683444677946273	0	THSD7A	ENSG00000005108	461833
83	4.47747281259489	0.21101002585242	0	1	0	LIG3	ENSG00000005156	29231
84	3.80723533301426	0.0861747951300518	0	1	0	RPAP3	ENSG00000005175	44781
85	2.23733544190422	-0.228972787026338	0	0.999999999999985	0	ACSM3	ENSG00000005187	187338
86	0.457197061010374	0.326439172175549	0	0.999999999998946	0	REXO5	ENSG00000005189	43236
87	3.79217865877082	0.106561310341234	0	1	0	CIAPIN1	ENSG00000005194	19233
88	5.8080213157326	-0.042533090721685	0	1	0	SPPL2B	ENSG00000005206	26480
89	3.9426620571882	0.0155670269261616	0	1	0	FAM214B	ENSG00000005238	12229
90	2.11345684071167	-0.137300956128278	0	0.999999968116304	0	COPZ2	ENSG00000005243	11863
91	0.346138591323561	-0.381559677076249	0	0.999941373375181	0	PRKAR2B	ENSG00000005249	117106
92	5.48874855400183	-0.179709653944851	0	1	0	MSL3	ENSG00000005302	17613
93	6.00957442157497	-0.0161486558718789	0	1	0	CREBBP	ENSG00000005339	155659
94	2.08822032480946	-0.213468040051143	0	0.999999997821487	0	TSPOAP1	ENSG00000005379	27567
95	-0.559582064744692	-0.312785785021625	0	0.993596438763014	0	MPO	ENSG00000005381	11080
97	3.5239343114718	0.231127907887073	0	1	0	GCFC2	ENSG00000005436	58985
98	3.31466433169084	0.0919420580375485	0	1	0	WDR54	ENSG00000005448	4077
99	3.14076446744797	0.166812859426633	0	1	0	CROT	ENSG00000005469	54130
100	-1.05010715245403	-0.549273819527061	0	0.977465470519534	0	ABCB4	ENSG00000005471	78739
101	6.64336076518211	-0.0223567236402031	0	1	0	KMT2E	ENSG00000005483	174076
102	5.20084613183161	-0.0867073665851912	0	1	0	RHBDD2	ENSG00000005486	46324
103	-4.93257754738515	-0.914839729785497	0	0.634541693974245	0	SOX8	ENSG00000005513	5209
104	5.48562626851921	0.137967713082586	0	1	0	IBTK	ENSG00000005700	77768
105	4.04684313770913	-0.0662915116653044	0	1	0	ZNF195	ENSG00000005801	39961
106	6.65905575543466	-0.788122492664359	0	0.999794888144205	0	MYCBP2	ENSG00000005810	284620
107	4.51590825247482	-0.492010941074686	0	1	0	FBXL3	ENSG00000005812	34597
108	5.39781812707262	-0.240150302056584	0	0.999999536839831	0	ITGAL	ENSG00000005844	50909
109	4.10908815607698	-0.0959293551129061	0	1	0	PDK2	ENSG00000005882	17415
110	4.77723238094124	-0.0371111504583155	0	1	0	ITGA3	ENSG00000005884	34513
111	4.65055718252868	0.00785119206514295	0	1	0	ZFX	ENSG00000005889	67082
112	6.74275645313964	-0.0325199675065564	0	1	0	LAMP2	ENSG00000005893	43217
113	-1.16516275538564	-0.334836164352065	0	0.999976279448028	0	ITGA2B	ENSG00000005961	17469
115	5.41318384932833	-0.0468274386041889	0	1	0	GDE1	ENSG00000006007	20430
116	5.79194188081622	-0.150452407767312	0	1	0	REX1BD	ENSG00000006015	3652
117	0.628365384673181	0.0104972531728956	0	1	0	CRLF1	ENSG00000006016	35521
118	4.49640594605352	-0.367574111542279	0	1	0	OSBPL7	ENSG00000006025	14462
119	-2.45649119717677	1.36929919513991	1.51357025421972	0.0653064104517241	0	TMEM98	ENSG00000006042	17196
120	-5.32347705328491	-0.0306459949176388	0	0.999999731471964	0	YBX2	ENSG00000006047	6376
122	4.600128506674	-0.0221154072793617	0	1	0	MAP3K14	ENSG00000006062	53910
124	-4.99929212032003	0.290029113936768	0	0.998101112695997	0	CACNG3	ENSG00000006116	106077
125	-1.59062836339168	0.0798081329019735	0	0.999959854719935	0	TMEM132A	ENSG00000006118	12699
126	5.90344962986475	0.208798486158027	0	1	0	AP2B1	ENSG00000006125	148367
127	-6.76363483135914	0.582807626256245	0	0.989602443535508	0	TAC1	ENSG00000006128	8388
128	4.80390092647511	-0.0513874998414741	0	1	0	ZNF263	ENSG00000006194	37601
130	5.75763565295411	-0.0161209636901116	0	1	0	SPATA20	ENSG00000006282	12794
132	-0.701380821340882	-0.048964527352378	0	0.999999996000517	0	TNFRSF12A	ENSG00000006327	3938
133	-6.60655318623862	0.752299442499977	0	0.924223962671674	0	DLX6	ENSG00000006377	5487
134	3.50093113264407	-0.156911856997143	0	1	0	MAP3K9	ENSG00000006432	87008
135	4.27594198623622	0.049016088862416	0	1	0	RALA	ENSG00000006451	84555
136	-1.20724047097225	0.629361721944931	0	0.971970736691785	0	BAIAP2L1	ENSG00000006453	109440
137	5.11827126762382	0.0265676031406059	0	1	0	KDM7A	ENSG00000006459	92237
138	1.2635158903282	-0.112276565992642	0	0.99519544783794	0	ETV1	ENSG00000006468	100196
139	4.2602305496577	0.285006177178022	0	1	0	AGK	ENSG00000006530	103966
140	2.74405309588403	-0.154862073516481	0	0.999999999455382	0	ALDH3B1	ENSG00000006534	20704
141	2.23707882816687	-0.177803856342148	0	1	0	TTC22	ENSG00000006555	21611
142	4.09970000140864	0.294944811297472	0	1	0	PHTF2	ENSG00000006576	158711
144	5.11869540244081	-0.148872910113986	0	1	0	FARP2	ENSG00000006607	138556
146	2.92559083646179	0.011063345966662	0	1	0	GGCT	ENSG00000006625	8220
147	4.53261967981376	0.00160389555617346	0	1	0	DBF4	ENSG00000006634	33337
148	-4.05427449666016	0.381475823340293	0	0.999526616340514	0	TBXA2R	ENSG00000006638	12368
149	5.99520121828036	-0.0957652131458948	0	1	0	IFRD1	ENSG00000006652	58130
150	-3.49075170082403	1.90254618384764	3.43110526108404	0.000319279178735363	0	LGALS14	ENSG00000006659	4963
151	3.35011714808646	0.00434302728269742	0	1	0	COX10	ENSG00000006695	162246
152	-2.38062758797564	1.1816117386696	0.79138973217871	0.214500231342944	0	GTF2IRD1	ENSG00000006704	148815
153	5.50221289679021	0.0433513417956934	0	1	0	PAF1	ENSG00000006712	5525
154	4.67190849001776	0.0629590380884286	0	1	0	VPS41	ENSG00000006715	209420
155	0.777112708656283	0.0511444179566409	0	0.999923083377908	0	ARHGAP44	ENSG00000006740	202145
156	5.47274996004999	0.167053354496598	0	1	0	ELAC2	ENSG00000006744	26453
157	-1.2275988252251	-1.51567448184616	-1.83491682056913	0.0334835989918319	0	SCIN	ENSG00000006747	89605
